,AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
0,0.7720970476775266,3.3915156389072982,0.6793450470335178,0.7338189879466377,0.9325,0.6907407407407408,0.0
1,0.7473829895298837,3.390677597266598,0.6421077472944305,0.7666144016808396,0.9228486646884273,0.6911111111111111,0.0
2,0.734555992581795,4.16668567240783,0.7669653114594925,0.6416885623243128,0.8928571428571429,0.6363636363636364,0.0
3,0.7686445389087063,3.4038804168770773,0.7302451755000302,0.6831851752335746,0.925414364640884,0.67,0.0
4,0.7739996220392064,3.3243973983157034,0.7309274036079951,0.6824552224541,0.9405099150141643,0.7280701754385965,0.0
5,0.7547601562473526,3.955188821276426,0.7068864082880176,0.7073270854263012,0.8960396039603961,0.6703703703703704,0.0
6,0.7580898138731101,3.8646325276665925,0.706099998738537,0.7081121322089025,0.9234567901234568,0.7192307692307692,0.0
7,0.7723831063992614,3.3648215531990946,0.7120362379682023,0.7021427175582536,0.949238578680203,0.7192307692307692,0.0
8,0.7495098650602661,4.011677248457641,0.7326376373281598,0.6806189039177591,0.9022346368715084,0.646,0.0
9,0.748493832664086,3.944369441717721,0.709224307865755,0.7049828942125765,0.9013333333333333,0.6842105263157895,0.0
10,0.7590657142825021,3.3299318136678306,0.687764379613355,0.7259339902050714,0.9294478527607362,0.7013888888888888,0.0
11,0.7546704847706611,3.9309855763255346,0.7654735637209981,0.6434673443495599,0.9093406593406593,0.6895833333333333,0.0
12,0.7717673504786042,3.3925815579817913,0.8575606542734886,0.5143828576479063,0.92,0.6818181818181818,0.0
13,0.7667668077848392,3.400235922968126,0.7375244000754151,0.6753204863569585,0.9269521410579346,0.7076923076923077,0.0
14,0.7717018007065114,3.3465886614257885,0.7528228717534587,0.6582231565091549,0.9376623376623376,0.722,0.0
15,0.7652165753636886,3.4079329885792027,0.7049951488108211,0.7092121263438803,0.9293193717277487,0.7186234817813765,0.0
16,0.7528200493508649,4.032567569861893,0.7602837526149238,0.6495911140939118,0.9120879120879121,0.664,0.0
17,0.7735517425470456,3.374968713115755,0.7151542211629919,0.6989666944517131,0.9328358208955224,0.6944444444444444,0.0
18,0.7698518885284702,3.2949061426077684,0.7736345748864936,0.6336320261320401,0.9288537549407114,0.734375,0.0
19,0.7497986555795189,3.98498890230296,0.7433352536868593,0.6689190538669776,0.9010152284263959,0.6826923076923077,0.0
20,0.754346286213079,3.441668147959079,0.7106109142790286,0.7035851963390952,0.9230769230769231,0.7,0.0
21,0.7593041027714729,3.944672168030814,0.6993981657527408,0.7147322615789089,0.9131652661064426,0.6863157894736842,0.0
22,0.7672030813389508,3.4465775448320177,0.751938204605447,0.6592335977896887,0.9147869674185464,0.6684981684981685,0.0
23,0.7541325614087983,3.938609078308318,0.7209151141555553,0.6930233749175294,0.9048780487804878,0.6794871794871795,0.0
24,0.7711778323587829,3.390721705061639,0.8360477672093296,0.5486566603480671,0.93,0.6763636363636364,0.0
25,0.7346670163674583,4.465558051448846,0.7745427335170367,0.6325215837866378,0.8848039215686274,0.6611721611721612,0.0
26,0.7736869266007672,3.2932285676626147,0.766722995265084,0.6419780748060934,0.9380530973451328,0.6973684210526315,0.0
27,0.7564729342393556,3.916419979434465,0.7386254276787818,0.6741160713010309,0.9179487179487179,0.6556776556776557,0.0
28,0.7709033047789486,3.374272098162689,0.69223163943869,0.7216753822599351,0.9336734693877551,0.6777777777777778,0.0
29,0.7669580408652884,3.4315610455855947,0.7121774038560856,0.701999533786744,0.9217171717171717,0.6759259259259259,0.0
30,0.7564236067586081,4.02578361483651,0.8865837051584065,0.4625681936186184,0.8926553672316384,0.6542443064182195,0.0
31,0.771078579600437,3.362677256129805,0.6899211465072637,0.7238845291910188,0.9432989690721649,0.7134502923976608,0.0
32,0.7758452737943813,3.234009975521996,0.7882799290655258,0.6153167911185664,0.9575971731448764,0.7527777777777778,0.0
33,0.7562344420998651,3.3633382181800666,0.6389565474085426,0.769242829361285,0.9196428571428571,0.6866666666666666,0.0
34,0.7391087873769661,4.112200049396935,0.7906490581043364,0.6122696031314357,0.8883248730964467,0.6363636363636364,0.0
35,0.7424837124807804,3.9069479672062313,0.672956070551133,0.7396824501827648,0.9109947643979057,0.7044534412955465,0.0
36,0.755127020348641,3.917437923178105,0.8019489319822605,0.5973925932688754,0.9222614840989399,0.725,0.0
37,0.7717433081628476,3.306484668006974,0.690530814831822,0.7233029750856137,0.9395465994962217,0.7173076923076923,0.0
38,0.7570623590124917,4.009394906736556,0.7887578168093281,0.6147040803689059,0.9166666666666666,0.7027777777777777,0.0
39,0.7506027707505827,3.9259978214620412,0.7984968222444864,0.6019990239738409,0.9084158415841584,0.6672727272727272,0.0
40,0.7477330906361435,3.4384775998120336,0.7165890981722336,0.6974955658502103,0.9080118694362018,0.6710526315789473,0.0
41,0.7564088077315504,3.4151032533220183,0.7057556825752015,0.7084553031157375,0.9118457300275482,0.6895833333333333,0.0
42,0.7440019323983096,4.09716518807135,0.8070430769087455,0.590492567280626,0.8987012987012987,0.6865079365079365,0.0
43,0.7626723305408034,3.4359135728528325,0.7419346687842918,0.6704721823132882,0.9164420485175202,0.68,0.0
44,0.7703819062790443,3.3931413615853914,0.7080201433772698,0.706192237688882,0.9264705882352942,0.7269230769230769,0.0
45,0.7678190931589922,3.3974706061806064,0.7345923737414128,0.6785086914999369,0.9247311827956989,0.688,0.0
46,0.7710098409523661,3.3150261553456413,0.7184274424006596,0.6956019048318132,0.9433962264150944,0.6730769230769231,0.0
47,0.7697444417755948,3.3176851470853634,0.7314603198122387,0.6818840081276122,0.9421965317919075,0.7149122807017544,0.0
48,0.7694103440418149,3.4176640978214023,0.6822939207496923,0.7310779751216778,0.926208651399491,0.7095516569200779,0.0
49,0.7697307750395238,3.3849005803620464,0.76128302875122,0.6484197329935057,0.9156976744186046,0.6907894736842105,0.0
50,0.7677597062882742,3.347855617031851,0.7456791675039863,0.6663051696862046,0.9327956989247311,0.694,0.0
51,0.7595337386647308,3.3944146308357146,0.7378512421101148,0.6749633653144154,0.9162011173184358,0.6833333333333333,0.0
52,0.7679001342905553,3.3544709777658346,0.7891747894651424,0.6141686671205625,0.9230769230769231,0.7301587301587301,0.0
53,0.7572112611380959,3.9363086661602544,0.6875416884011967,0.7261449075153193,0.9203084832904884,0.6978557504873294,0.0
54,0.7424685082072371,4.038185177534416,0.7263147083529937,0.6873623094337554,0.897172236503856,0.6711538461538461,0.0
55,0.7290736849510432,4.282207356683347,0.7944758260536059,0.6072957778681164,0.8820638820638821,0.6575091575091575,0.0
56,0.766422506028405,3.3786593614166023,0.7963689259825055,0.6048111554274364,0.9300518134715026,0.6838095238095238,0.0
57,0.7518181366961029,3.9971311829393903,0.7442243197566265,0.6679297581952661,0.9116022099447514,0.6947368421052632,0.0
58,0.7420190946704583,4.124026702811308,0.7198180352992067,0.6941628022719093,0.8850855745721271,0.6384479717813051,0.0
59,0.7507590748660963,3.9902205730090565,0.7780437051007603,0.6282101503104524,0.8982558139534884,0.6776315789473685,0.0
60,0.7703693799848466,3.3610381820645108,0.8423244766905775,0.5389707561342683,0.9354838709677419,0.7204968944099379,0.0
61,0.7687961049304578,3.3880866169194404,0.7877544918439916,0.615989334793724,0.9255014326647565,0.6729166666666667,0.0
62,0.7498812948376758,3.48249816830279,0.6954463085402331,0.7185780625219246,0.9154929577464789,0.7127192982456141,0.0
63,0.749389457966632,3.341243274632651,0.6531728396399069,0.7572088493650483,0.9269005847953217,0.7044444444444444,0.0
64,0.7437355905786083,4.080871797105653,0.7138874629227268,0.7002604446073993,0.8826530612244898,0.6336996336996337,0.0
65,0.7395906464774086,4.078059942842501,0.8162017594747936,0.5777669840257844,0.8925081433224755,0.6270022883295194,0.0
66,0.7528596333780793,3.956715220018043,0.769176574066276,0.6390363040607839,0.9106145251396648,0.6791666666666667,0.0
67,0.7755210388195684,3.2614811505235566,0.8056627212432659,0.5923745264601573,0.9501779359430605,0.7416666666666667,0.0
68,0.7438807588447767,4.108232807710587,0.728791311982371,0.6847358786999659,0.8880407124681934,0.6391941391941391,0.0
69,0.770248779064499,3.3558718357388058,0.7603264940481814,0.6495410860356725,0.9338422391857506,0.699047619047619,0.0
70,0.7582075061525174,3.8591296367334804,0.7044777021030143,0.7097261212888085,0.9236453201970444,0.7211538461538461,0.0
71,0.7530027875707719,3.9664583172137253,0.7082345816172426,0.7059771790939485,0.9118387909319899,0.6961538461538461,0.0
72,0.7697428858998993,3.3579998481724203,0.7416406410669812,0.6707974057178195,0.9383033419023136,0.7019230769230769,0.0
73,0.7694553508680471,3.301541188607255,0.8114917573942827,0.5843638658243154,0.9484536082474226,0.7301587301587301,0.0
74,0.757385883193205,3.9290423126794582,0.693579343428717,0.7203802429057795,0.9175,0.7057692307692308,0.0
75,0.7702611545193434,3.417364439355098,0.8376245028035899,0.5462464574741321,0.9373433583959899,0.68,0.0
76,0.7736973406433758,3.3064130947313606,0.6724101898669199,0.7401787193395476,0.945,0.7368421052631579,0.0
77,0.7487293025716996,4.007519632834639,0.8515508371622483,0.5242720398116553,0.899390243902439,0.6413043478260869,0.0
78,0.7397878148052629,4.109874590879641,0.7667951791469694,0.6418918547831614,0.8704318936877077,0.6616161616161617,0.0
79,0.7653671965022615,3.3789616201487185,0.7353407222807085,0.6776975890142194,0.9162303664921466,0.7,0.0
80,0.7273789822831822,4.5444782141758235,0.6482098660975917,0.7614617321269285,0.872,0.6374269005847953,0.0
81,0.7688349313615533,3.375273234870829,0.6906088528356741,0.7232284648608587,0.9223057644110275,0.7076923076923077,0.0
82,0.7629860880910847,3.373285202095041,0.6608183151546276,0.7505459042298475,0.9281914893617021,0.7064777327935222,0.0
83,0.7625510678078423,3.3204044156127748,0.6860644239056647,0.727540793530499,0.9300911854103343,0.7083333333333334,0.0
84,0.7537115896034168,4.004813245216932,0.7521865580759574,0.6589502119658545,0.9171270718232044,0.664,0.0
85,0.7403239548800098,4.030523993569098,0.7758206099084191,0.6309535491946524,0.9101941747572816,0.6555944055944056,0.0
86,0.7545635289043414,4.023875719059669,0.8876741827331348,0.46047208960919767,0.8911174785100286,0.6438923395445134,0.0
